feature-1, feature-2, feature-3, class
15, 220, 88, 133, non-face
255, 6, 119, 0, non-face
179, 103, 75, 57, non-face
226, 56, 116, 92, non-face
135, 107, 129, 179, non-face
255, 97, 185, 0, non-face
255, 239, 242, 104, non-face
113, 255, 239, 255, non-face
81, 217, 160, 255, non-face
18, 182, 81, 255, non-face
113, 255, 255, 231, non-face
188, 72, 75, 115, non-face
255, 135, 255, 208, non-face
122, 179, 113, 185, non-face
160, 125, 188, 46, non-face
110, 122, 110, 156, non-face
132, 163, 141, 197, non-face
91, 151, 34, 185, non-face
154, 69, 107, 139, non-face
119, 119, 85, 121, non-face
107, 188, 210, 17, non-face
75, 188, 116, 255, non-face
12, 141, 40, 255, non-face
37, 151, 53, 255, non-face
125, 59, 34, 208, non-face
255, 44, 141, 69, non-face
141, 255, 255, 231, non-face
170, 56, 28, 46, non-face
255, 141, 255, 231, non-face
72, 188, 132, 220, non-face
163, 85, 85, 156, non-face
163, 176, 50, 255, non-face
170, 53, 129, 0, non-face
66, 119, 154, 23, non-face
163, 69, 151, 0, non-face
198, 9, 91, 0, non-face
107, 251, 255, 243, non-face
185, 88, 97, 202, non-face
157, 135, 170, 40, non-face
138, 195, 122, 69, non-face
97, 81, 56, 121, non-face
144, 88, 97, 127, non-face
157, 53, 59, 104, non-face
163, 6, 50, 11, non-face
151, 28, 37, 0, non-face
255, 0, 113, 0, non-face
53, 138, 97, 208, non-face
69, 166, 138, 144, non-face
40, 239, 179, 98, non-face
12, 255, 170, 255, non-face
25, 255, 185, 255, non-face
50, 255, 220, 255, non-face
132, 170, 94, 98, non-face
188, 179, 223, 86, non-face
229, 144, 242, 0, non-face
163, 135, 214, 28, non-face
217, 56, 151, 28, non-face
188, 94, 192, 0, non-face
170, 91, 129, 75, non-face
217, 56, 144, 23, non-face
204, 103, 182, 5, non-face
182, 94, 166, 28, non-face
122, 182, 113, 127, non-face
144, 179, 176, 104, non-face
113, 170, 210, 110, non-face
154, 170, 163, 208, non-face
62, 147, 56, 249, non-face
141, 62, 47, 92, non-face
245, 91, 141, 86, non-face
91, 66, 110, 150, non-face
69, 163, 91, 226, non-face
28, 157, 119, 127, non-face
135, 176, 192, 150, non-face
147, 91, 122, 191, non-face
251, 72, 151, 0, non-face
201, 141, 226, 185, non-face
122, 173, 223, 208, non-face
59, 179, 160, 162, non-face
154, 132, 125, 162, non-face
185, 69, 94, 104, non-face
110, 122, 157, 179, non-face
157, 163, 125, 40, non-face
125, 69, 125, 40, non-face
166, 66, 147, 81, non-face
188, 59, 119, 110, non-face
56, 100, 88, 28, non-face
53, 163, 91, 226, non-face
0, 188, 103, 214, non-face
66, 110, 97, 185, non-face
185, 72, 91, 185, non-face
0, 116, 22, 75, non-face
75, 147, 141, 185, non-face
50, 141, 119, 115, non-face
103, 75, 144, 75, non-face
100, 122, 110, 127, non-face
217, 50, 22, 57, non-face
182, 103, 97, 139, non-face
201, 116, 100, 115, non-face
188, 125, 122, 191, non-face
66, 129, 122, 173, non-face
151, 72, 75, 57, non-face
37, 129, 59, 243, non-face
78, 173, 75, 173, non-face
59, 125, 163, 121, non-face
188, 132, 214, 28, non-face
176, 135, 170, 28, non-face
107, 94, 62, 173, non-face
53, 103, 37, 92, non-face
85, 173, 103, 81, non-face
94, 210, 173, 121, non-face
138, 110, 151, 11, non-face
147, 132, 122, 57, non-face
138, 125, 147, 86, non-face
141, 78, 110, 81, non-face
185, 129, 116, 52, non-face
94, 144, 97, 75, non-face
195, 40, 160, 69, non-face
6, 166, 116, 156, non-face
85, 0, 22, 0, non-face
28, 44, 15, 34, non-face
37, 69, 0, 243, non-face
88, 0, 9, 34, non-face
157, 0, 12, 0, non-face
176, 176, 182, 40, non-face
0, 204, 66, 173, non-face
56, 255, 198, 255, non-face
56, 255, 198, 255, non-face
210, 31, 62, 173, non-face
56, 166, 198, 249, non-face
100, 182, 198, 197, non-face
151, 138, 166, 220, non-face
107, 113, 135, 208, non-face
28, 119, 31, 214, non-face
110, 170, 75, 220, non-face
0, 81, 0, 226, non-face
15, 25, 47, 23, non-face
185, 22, 81, 0, non-face
255, 66, 116, 5, non-face
232, 122, 129, 92, non-face
0, 154, 85, 34, non-face
0, 91, 94, 185, non-face
28, 110, 223, 121, non-face
141, 151, 185, 46, non-face
122, 75, 0, 104, non-face
129, 176, 31, 255, non-face
144, 107, 204, 127, non-face
223, 75, 232, 57, non-face
229, 113, 226, 208, non-face
176, 9, 53, 139, non-face
207, 91, 44, 197, non-face
85, 255, 223, 255, non-face
50, 226, 132, 208, non-face
198, 47, 125, 156, non-face
31, 251, 195, 255, non-face
28, 103, 81, 92, non-face
18, 176, 25, 220, non-face
163, 255, 255, 231, non-face
214, 56, 47, 40, non-face
255, 113, 239, 214, non-face
122, 100, 12, 150, non-face
12, 166, 53, 255, non-face
255, 62, 173, 0, non-face
53, 251, 170, 255, non-face
69, 251, 173, 237, non-face
138, 135, 40, 231, non-face
154, 147, 72, 202, non-face
242, 85, 132, 98, non-face
248, 6, 88, 52, non-face
198, 31, 66, 0, non-face
170, 88, 69, 0, non-face
173, 62, 59, 231, non-face
217, 47, 107, 40, non-face
217, 50, 147, 0, non-face
37, 248, 160, 255, non-face
132, 56, 12, 104, non-face
151, 170, 116, 63, non-face
179, 113, 116, 173, non-face
147, 94, 125, 133, non-face
53, 198, 154, 243, non-face
255, 34, 170, 0, non-face
255, 28, 135, 0, non-face
255, 28, 141, 0, non-face
255, 6, 132, 0, non-face
255, 0, 110, 0, non-face
34, 232, 144, 255, non-face
188, 34, 37, 40, non-face
179, 94, 25, 208, non-face
188, 81, 163, 52, non-face
204, 50, 44, 179, non-face
182, 56, 47, 191, non-face
0, 170, 37, 255, non-face
31, 255, 144, 255, non-face
47, 255, 223, 255, non-face
103, 110, 129, 220, non-face
132, 56, 144, 57, non-face
6, 239, 122, 255, non-face
50, 6, 6, 5, non-face
116, 182, 173, 249, non-face
154, 182, 157, 34, non-face
110, 122, 138, 40, non-face
94, 78, 170, 133, non-face
154, 91, 166, 69, non-face
239, 22, 173, 5, non-face
37, 113, 132, 46, non-face
119, 135, 91, 127, non-face
214, 157, 223, 0, non-face
0, 239, 125, 255, non-face
141, 220, 179, 179, non-face
0, 220, 85, 202, non-face
125, 166, 147, 5, non-face
119, 154, 163, 23, non-face
170, 176, 125, 110, non-face
97, 160, 59, 179, non-face
255, 47, 207, 0, non-face
255, 0, 72, 0, non-face
94, 56, 100, 75, non-face
0, 242, 132, 231, non-face
0, 239, 119, 255, non-face
251, 0, 91, 0, non-face
103, 129, 125, 46, non-face
125, 125, 195, 69, non-face
204, 0, 50, 0, non-face
179, 85, 59, 23, non-face
107, 81, 3, 133, non-face
91, 75, 66, 81, non-face
72, 154, 236, 110, non-face
245, 12, 91, 115, non-face
198, 113, 141, 92, non-face
0, 214, 59, 255, non-face
44, 229, 182, 237, non-face
62, 255, 245, 243, non-face
6, 248, 204, 255, non-face
214, 91, 232, 23, non-face
251, 0, 85, 0, non-face
129, 88, 144, 104, non-face
3, 239, 78, 231, non-face
151, 75, 232, 115, non-face
195, 0, 6, 0, non-face
129, 192, 141, 173, non-face
100, 214, 119, 255, non-face
138, 122, 138, 5, non-face
119, 135, 226, 191, non-face
132, 56, 147, 0, non-face
44, 163, 66, 243, non-face
3, 255, 163, 243, non-face
163, 135, 248, 86, non-face
236, 44, 160, 57, non-face
18, 251, 144, 214, non-face
31, 173, 116, 249, non-face
56, 236, 97, 255, non-face
0, 220, 66, 255, non-face
50, 248, 166, 249, non-face
182, 78, 188, 46, non-face
248, 40, 44, 63, non-face
147, 110, 179, 75, non-face
3, 223, 69, 220, non-face
119, 182, 176, 191, non-face
195, 0, 18, 0, non-face
103, 166, 94, 185, non-face
100, 141, 110, 255, non-face
56, 157, 37, 179, non-face
0, 255, 151, 255, non-face
251, 113, 170, 86, non-face
0, 255, 157, 255, non-face
0, 255, 141, 255, non-face
94, 251, 239, 255, non-face
66, 255, 198, 255, non-face
25, 255, 192, 255, non-face
6, 255, 170, 255, non-face
125, 72, 214, 127, non-face
220, 66, 132, 110, non-face
255, 0, 119, 0, non-face
255, 173, 255, 28, non-face
255, 255, 255, 255, non-face
195, 116, 44, 110, non-face
113, 72, 151, 104, non-face
50, 223, 72, 191, non-face
34, 210, 176, 202, non-face
255, 40, 198, 92, non-face
122, 94, 50, 162, non-face
31, 248, 182, 110, non-face
3, 179, 81, 220, non-face
88, 229, 236, 57, non-face
248, 72, 157, 46, non-face
255, 255, 255, 255, non-face
173, 75, 170, 0, non-face
229, 81, 78, 104, non-face
56, 251, 151, 255, non-face
107, 251, 195, 231, non-face
110, 138, 223, 185, non-face
204, 72, 204, 98, non-face
251, 18, 116, 63, non-face
255, 3, 97, 28, non-face
154, 188, 66, 173, non-face
188, 85, 166, 98, non-face
255, 255, 255, 255, non-face
107, 151, 88, 86, non-face
37, 207, 141, 214, non-face
81, 160, 154, 202, non-face
223, 0, 34, 0, non-face
157, 56, 47, 0, non-face
141, 170, 207, 104, non-face
116, 132, 122, 173, non-face
34, 248, 176, 208, non-face
69, 0, 0, 0, non-face
166, 6, 59, 0, non-face
255, 116, 201, 0, non-face
201, 236, 255, 92, non-face
3, 251, 132, 255, non-face
12, 232, 144, 255, non-face
6, 229, 119, 255, non-face
251, 204, 255, 144, non-face
6, 239, 147, 255, non-face
0, 232, 119, 255, non-face
18, 245, 138, 255, non-face
75, 226, 160, 255, non-face
0, 204, 69, 255, non-face
0, 255, 157, 255, non-face
113, 151, 113, 255, non-face
91, 56, 192, 139, non-face
151, 207, 220, 110, non-face
255, 255, 255, 255, non-face
97, 255, 201, 249, non-face
0, 125, 6, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
3, 135, 28, 220, non-face
0, 195, 34, 226, non-face
12, 154, 40, 255, non-face
47, 66, 3, 197, non-face
226, 81, 113, 98, non-face
34, 255, 229, 255, non-face
75, 255, 236, 255, non-face
34, 255, 182, 255, non-face
44, 229, 157, 255, non-face
0, 245, 100, 255, non-face
81, 229, 179, 255, non-face
0, 245, 88, 255, non-face
78, 255, 198, 162, non-face
255, 78, 232, 98, non-face
119, 255, 182, 255, non-face
188, 154, 255, 0, non-face
28, 255, 154, 255, non-face
62, 255, 214, 255, non-face
12, 239, 141, 255, non-face
6, 255, 141, 255, non-face
18, 255, 179, 255, non-face
9, 255, 166, 255, non-face
22, 255, 217, 255, non-face
34, 255, 229, 255, non-face
81, 255, 198, 255, non-face
44, 255, 188, 255, non-face
81, 255, 204, 255, non-face
9, 248, 166, 243, non-face
78, 251, 207, 255, non-face
50, 248, 195, 255, non-face
56, 255, 166, 255, non-face
6, 255, 195, 255, non-face
78, 141, 220, 237, non-face
239, 0, 103, 52, non-face
226, 85, 66, 231, non-face
141, 59, 91, 162, non-face
255, 103, 113, 220, non-face
185, 210, 141, 133, non-face
15, 248, 210, 133, non-face
81, 201, 248, 69, non-face
66, 236, 192, 255, non-face
163, 132, 255, 0, non-face
232, 91, 217, 0, non-face
232, 103, 141, 127, non-face
151, 81, 62, 214, non-face
3, 176, 53, 255, non-face
0, 210, 91, 197, non-face
50, 144, 72, 185, non-face
0, 198, 78, 255, non-face
163, 182, 214, 69, non-face
78, 217, 239, 63, non-face
25, 245, 157, 255, non-face
163, 144, 248, 11, non-face
255, 154, 242, 0, non-face
255, 141, 236, 0, non-face
255, 81, 198, 11, non-face
226, 154, 132, 127, non-face
198, 160, 198, 40, non-face
255, 78, 122, 173, non-face
116, 157, 113, 220, non-face
47, 223, 154, 139, non-face
62, 255, 141, 255, non-face
78, 157, 129, 191, non-face
255, 255, 255, 255, non-face
204, 59, 56, 156, non-face
75, 204, 138, 156, non-face
72, 151, 129, 92, non-face
204, 116, 94, 150, non-face
154, 110, 154, 28, non-face
210, 50, 66, 46, non-face
251, 72, 170, 46, non-face
119, 195, 192, 133, non-face
147, 66, 72, 69, non-face
107, 50, 53, 81, non-face
220, 147, 116, 98, non-face
185, 72, 59, 115, non-face
201, 170, 232, 17, non-face
125, 97, 195, 5, non-face
214, 72, 113, 28, non-face
226, 0, 100, 0, non-face
113, 163, 204, 11, non-face
0, 110, 0, 249, non-face
100, 144, 195, 127, non-face
113, 232, 141, 150, non-face
100, 110, 163, 86, non-face
113, 173, 69, 121, non-face
226, 47, 107, 52, non-face
173, 170, 195, 127, non-face
198, 75, 185, 0, non-face
210, 0, 62, 5, non-face
201, 85, 113, 17, non-face
217, 28, 47, 46, non-face
113, 119, 47, 127, non-face
28, 107, 138, 197, non-face
53, 110, 110, 28, non-face
15, 138, 47, 243, non-face
0, 56, 0, 179, non-face
195, 129, 154, 226, non-face
18, 179, 107, 92, non-face
72, 119, 214, 17, non-face
132, 78, 40, 0, non-face
135, 37, 6, 202, non-face
116, 34, 94, 150, non-face
129, 88, 144, 34, non-face
34, 217, 100, 144, non-face
103, 157, 151, 144, non-face
0, 210, 97, 220, non-face
12, 147, 28, 208, non-face
85, 179, 31, 243, non-face
182, 107, 179, 81, non-face
154, 72, 56, 162, non-face
12, 132, 129, 144, non-face
37, 207, 141, 156, non-face
56, 242, 170, 231, non-face
34, 223, 195, 255, non-face
15, 242, 163, 255, non-face
18, 214, 113, 255, non-face
15, 166, 122, 255, non-face
97, 185, 116, 255, non-face
47, 242, 188, 243, non-face
6, 217, 116, 249, non-face
12, 125, 6, 255, non-face
201, 50, 69, 127, non-face
56, 113, 170, 52, non-face
100, 147, 198, 57, non-face
135, 119, 122, 75, non-face
135, 144, 176, 162, non-face
116, 185, 113, 226, non-face
3, 53, 6, 237, non-face
94, 113, 97, 40, non-face
9, 248, 182, 162, non-face
141, 91, 62, 208, non-face
119, 116, 88, 168, non-face
122, 226, 129, 191, non-face
3, 251, 141, 255, non-face
3, 207, 135, 168, non-face
72, 195, 135, 191, non-face
166, 113, 157, 156, non-face
192, 125, 163, 127, non-face
151, 135, 166, 156, non-face
160, 110, 154, 179, non-face
113, 242, 207, 243, non-face
195, 113, 144, 127, non-face
132, 144, 88, 243, non-face
170, 37, 85, 28, non-face
91, 135, 147, 63, non-face
226, 85, 179, 11, non-face
217, 28, 85, 63, non-face
220, 9, 110, 0, non-face
242, 78, 166, 0, non-face
135, 207, 220, 81, non-face
72, 210, 157, 162, non-face
78, 125, 147, 156, non-face
28, 195, 135, 179, non-face
91, 214, 173, 255, non-face
113, 217, 160, 243, non-face
144, 176, 170, 226, non-face
141, 179, 192, 179, non-face
147, 103, 160, 115, non-face
100, 122, 129, 150, non-face
122, 138, 141, 110, non-face
192, 138, 198, 133, non-face
157, 122, 201, 92, non-face
122, 113, 135, 197, non-face
147, 75, 116, 179, non-face
12, 223, 147, 63, non-face
47, 157, 122, 179, non-face
22, 207, 97, 249, non-face
6, 207, 138, 202, non-face
6, 255, 163, 202, non-face
6, 239, 170, 191, non-face
47, 185, 192, 220, non-face
40, 157, 113, 133, non-face
56, 170, 100, 243, non-face
129, 125, 59, 144, non-face
255, 255, 255, 255, non-face
132, 179, 179, 127, non-face
195, 138, 229, 92, non-face
135, 125, 129, 220, non-face
185, 119, 138, 92, non-face
144, 132, 185, 63, non-face
166, 138, 154, 139, non-face
88, 129, 144, 191, non-face
141, 132, 119, 191, non-face
141, 147, 119, 185, non-face
226, 44, 135, 104, non-face
59, 207, 138, 57, non-face
129, 59, 62, 23, non-face
88, 192, 116, 191, non-face
116, 147, 132, 179, non-face
34, 113, 154, 185, non-face
9, 232, 113, 237, non-face
47, 166, 94, 191, non-face
53, 147, 113, 173, non-face
116, 163, 163, 40, non-face
166, 97, 147, 231, non-face
132, 192, 198, 127, non-face
31, 210, 141, 86, non-face
255, 18, 195, 23, non-face
255, 75, 182, 23, non-face
173, 192, 204, 63, non-face
18, 220, 195, 98, non-face
226, 198, 207, 40, non-face
176, 166, 217, 28, non-face
239, 132, 214, 63, non-face
220, 141, 129, 57, non-face
22, 179, 166, 127, non-face
135, 103, 204, 57, non-face
176, 122, 236, 69, non-face
75, 239, 185, 156, non-face
182, 173, 107, 185, non-face
113, 192, 72, 249, non-face
81, 166, 116, 173, non-face
50, 239, 119, 197, non-face
75, 217, 129, 237, non-face
91, 125, 129, 92, non-face
141, 28, 132, 52, non-face
157, 34, 66, 75, non-face
69, 119, 47, 168, non-face
119, 198, 116, 69, non-face
144, 141, 56, 231, non-face
179, 25, 66, 92, non-face
116, 132, 129, 226, non-face
40, 170, 116, 46, non-face
12, 195, 119, 237, non-face
50, 135, 18, 185, non-face
50, 144, 37, 168, non-face
78, 157, 100, 150, non-face
166, 151, 173, 133, non-face
103, 198, 160, 57, non-face
147, 151, 135, 191, non-face
147, 141, 242, 11, non-face
226, 151, 248, 0, non-face
248, 88, 210, 17, non-face
217, 160, 170, 168, non-face
44, 166, 132, 179, non-face
75, 210, 176, 173, non-face
12, 232, 151, 231, non-face
59, 179, 69, 249, non-face
47, 198, 129, 226, non-face
62, 144, 28, 255, non-face
69, 166, 75, 214, non-face
72, 129, 141, 226, non-face
85, 163, 125, 237, non-face
154, 72, 50, 69, non-face
132, 12, 34, 75, non-face
113, 135, 62, 168, non-face
188, 50, 138, 40, non-face
44, 220, 160, 156, non-face
185, 78, 107, 144, non-face
78, 154, 37, 237, non-face
157, 135, 53, 185, non-face
198, 110, 56, 255, non-face
75, 138, 66, 255, non-face
192, 110, 25, 255, non-face
97, 210, 122, 255, non-face
195, 138, 182, 121, non-face
185, 88, 132, 34, non-face
239, 188, 204, 86, non-face
141, 176, 173, 52, non-face
144, 179, 188, 144, non-face
113, 201, 100, 220, non-face
138, 251, 229, 243, non-face
182, 122, 188, 139, non-face
195, 125, 107, 162, non-face
94, 18, 31, 11, non-face
78, 113, 110, 156, non-face
40, 201, 103, 57, non-face
195, 44, 47, 115, non-face
22, 173, 119, 92, non-face
12, 245, 160, 191, non-face
85, 232, 154, 231, non-face
141, 72, 72, 81, non-face
179, 163, 154, 17, non-face
81, 210, 144, 249, non-face
116, 239, 223, 249, non-face
255, 176, 163, 220, non-face
239, 72, 163, 162, non-face
236, 113, 239, 11, non-face
217, 103, 62, 255, non-face
185, 201, 236, 34, non-face
119, 182, 157, 121, non-face
217, 81, 129, 121, non-face
245, 88, 173, 104, non-face
132, 229, 173, 156, non-face
223, 0, 91, 0, non-face
15, 100, 44, 168, non-face
53, 66, 59, 121, non-face
12, 94, 44, 139, non-face
12, 141, 66, 220, non-face
18, 245, 170, 255, non-face
12, 255, 170, 255, non-face
255, 3, 125, 52, non-face
220, 50, 170, 0, non-face
113, 56, 170, 86, non-face
198, 129, 151, 115, non-face
255, 135, 195, 40, non-face
182, 94, 179, 46, non-face
72, 179, 94, 202, non-face
122, 144, 66, 121, non-face
226, 163, 188, 168, non-face
72, 195, 217, 179, non-face
173, 129, 232, 86, non-face
220, 207, 185, 75, non-face
185, 88, 239, 92, non-face
56, 210, 157, 139, non-face
91, 129, 110, 0, non-face
97, 69, 56, 185, non-face
100, 37, 53, 69, non-face
0, 192, 97, 208, non-face
25, 223, 185, 156, non-face
0, 147, 50, 231, non-face
160, 75, 179, 92, non-face
25, 179, 18, 185, non-face
3, 248, 160, 255, non-face
226, 0, 66, 28, non-face
0, 163, 94, 69, non-face
72, 0, 9, 5, non-face
242, 179, 154, 69, non-face
151, 3, 18, 0, non-face
151, 129, 100, 0, non-face
75, 78, 116, 0, non-face
110, 78, 15, 110, non-face
44, 37, 129, 0, non-face
214, 6, 66, 0, non-face
18, 239, 132, 255, non-face
147, 34, 144, 133, non-face
195, 0, 66, 0, non-face
182, 251, 192, 121, non-face
179, 144, 210, 11, non-face
85, 3, 103, 0, non-face
97, 204, 255, 255, non-face
85, 18, 113, 0, non-face
144, 91, 40, 57, non-face
56, 44, 103, 0, non-face
210, 25, 97, 17, non-face
3, 255, 160, 255, non-face
0, 47, 34, 0, non-face
163, 125, 147, 115, non-face
141, 0, 28, 0, non-face
163, 47, 151, 0, non-face
3, 255, 144, 144, non-face
91, 3, 81, 115, non-face
255, 25, 163, 0, non-face
255, 255, 255, 255, non-face
50, 255, 236, 208, non-face
255, 28, 170, 81, non-face
25, 255, 157, 255, non-face
12, 214, 125, 231, non-face
0, 15, 3, 0, non-face
226, 62, 176, 0, non-face
182, 0, 56, 0, non-face
160, 6, 113, 0, non-face
255, 255, 255, 255, non-face
0, 37, 0, 127, non-face
255, 75, 232, 0, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 125, 207, 5, non-face
220, 69, 170, 0, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
3, 50, 81, 0, non-face
255, 12, 138, 0, non-face
0, 132, 122, 75, non-face
40, 185, 116, 237, non-face
88, 75, 170, 0, non-face
226, 0, 66, 0, non-face
91, 85, 138, 0, non-face
34, 255, 201, 255, non-face
151, 91, 129, 34, non-face
9, 242, 138, 197, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
0, 132, 28, 23, non-face
217, 69, 78, 144, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
0, 248, 138, 121, non-face
40, 248, 157, 255, non-face
173, 248, 251, 202, non-face
50, 192, 59, 208, non-face
18, 217, 138, 185, non-face
113, 69, 201, 0, non-face
182, 88, 132, 98, non-face
129, 129, 107, 0, non-face
188, 75, 141, 5, non-face
72, 0, 56, 69, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
44, 248, 182, 255, non-face
62, 201, 56, 156, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
0, 44, 0, 0, non-face
255, 116, 210, 0, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
0, 198, 97, 92, non-face
160, 66, 185, 63, non-face
255, 103, 188, 0, non-face
255, 163, 255, 255, non-face
37, 0, 0, 0, non-face
69, 179, 31, 243, non-face
72, 179, 201, 110, non-face
223, 0, 66, 0, non-face
15, 198, 85, 92, non-face
125, 179, 201, 127, non-face
188, 0, 31, 46, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
15, 188, 56, 220, non-face
119, 62, 28, 69, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
0, 0, 0, 0, non-face
163, 0, 3, 0, non-face
37, 81, 9, 46, non-face
220, 6, 132, 23, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
255, 255, 255, 255, non-face
154, 0, 44, 0, non-face
154, 0, 12, 0, non-face
255, 255, 255, 255, non-face
0, 229, 78, 226, non-face
135, 122, 94, 5, non-face
255, 28, 173, 86, non-face
53, 251, 163, 144, non-face
9, 255, 170, 255, non-face
6, 245, 166, 255, non-face
62, 245, 214, 249, non-face
147, 12, 25, 23, non-face
18, 255, 195, 255, non-face
37, 94, 37, 110, non-face
129, 242, 192, 115, non-face
15, 251, 188, 255, non-face
62, 255, 207, 255, non-face
255, 103, 239, 133, non-face
122, 88, 28, 86, non-face
173, 255, 245, 197, non-face
69, 223, 107, 255, non-face
255, 15, 125, 0, non-face
255, 94, 232, 144, non-face
6, 255, 163, 255, non-face
125, 141, 144, 162, non-face
163, 22, 78, 17, non-face
34, 37, 0, 40, non-face
100, 59, 113, 57, non-face
69, 47, 37, 98, non-face
135, 138, 100, 40, non-face
97, 229, 236, 208, non-face
210, 3, 40, 0, non-face
154, 188, 163, 202, non-face
154, 132, 157, 69, non-face
3, 251, 157, 255, non-face
0, 40, 12, 34, non-face
18, 255, 151, 255, non-face
6, 251, 160, 255, non-face
160, 0, 0, 0, non-face
107, 129, 135, 133, non-face
47, 56, 6, 0, non-face
40, 248, 192, 255, non-face
154, 22, 50, 40, non-face
223, 0, 72, 63, non-face
220, 0, 81, 17, non-face
22, 255, 192, 255, non-face
255, 255, 255, 255, non-face
81, 195, 210, 115, non-face
210, 50, 119, 0, non-face
107, 56, 113, 46, non-face
12, 100, 12, 17, non-face
251, 6, 110, 98, non-face
91, 100, 144, 139, non-face
116, 166, 173, 127, non-face
125, 154, 31, 144, non-face
0, 135, 3, 92, non-face
0, 245, 141, 255, non-face
3, 251, 147, 255, non-face
255, 72, 204, 179, non-face
185, 85, 157, 86, non-face
179, 170, 170, 202, non-face
163, 166, 116, 127, non-face
138, 255, 232, 202, non-face
160, 40, 44, 86, non-face
147, 53, 0, 185, non-face
119, 12, 53, 63, non-face
12, 53, 12, 139, non-face
6, 255, 157, 255, non-face
34, 144, 170, 156, non-face
0, 53, 0, 202, non-face
3, 103, 0, 214, non-face
0, 129, 75, 144, non-face
201, 78, 119, 220, non-face
119, 116, 88, 156, non-face
3, 47, 44, 150, non-face
34, 44, 69, 144, non-face
22, 255, 226, 255, non-face
81, 245, 195, 255, non-face
3, 251, 160, 255, non-face
232, 192, 147, 255, non-face
37, 100, 31, 243, non-face
141, 147, 135, 127, non-face
56, 179, 91, 144, non-face
47, 255, 192, 255, non-face
147, 154, 220, 214, non-face
245, 141, 255, 0, non-face
163, 94, 163, 0, non-face
192, 78, 179, 0, non-face
147, 66, 179, 11, non-face
