feature-1 ,feature-2 ,feature-3 ,feature-4 ,feature-5 ,feature-6 ,class 
1.00000000, 1.00000000, 1.00000000, 142.72086140, 1.59896110, 4312.91425973, class-6
1.00000000, 1.00000000, 1.00000000, 133.34086140, 1.39123225, 3276.39505791, class-6
1.00000000, 1.00000000, 1.00000000, 137.04686140, 1.44278607, 3381.93949131, class-6
1.00000000, 1.00000000, 1.00000000, 171.94686140, 1.76645935, 6143.41485890, class-6
1.00000000, 1.00000000, 1.00000000, 135.04486140, 1.33936477, 3242.80867370, class-6
1.00000000, 1.00000000, 1.00000000, 149.63486140, 1.54236423, 4258.51180153, class-6
1.00000000, 1.00000000, 1.00000000, 135.57486140, 1.43733370, 4073.64498836, class-6
1.00000000, 1.00000000, 1.00000000, 135.11086140, 1.38527945, 3389.10291275, class-6
1.00000000, 1.00000000, 1.00000000, 136.02086140, 1.39002657, 3244.83123599, class-6
1.00000000, 1.00000000, 1.00000000, 142.01686140, 1.47872341, 4026.33835559, class-6
1.00000000, 1.00000000, 1.00000000, 141.66186140, 1.54849889, 4162.40206726, class-6
1.00000000, 1.00000000, 1.00000000, 134.11086140, 1.38792057, 3158.13162882, class-6
1.00000000, 1.00000000, 1.00000000, 143.02686140, 1.61388531, 4249.88579260, class-6
1.00000000, 1.00000000, 1.00000000, 157.68086140, 1.58961946, 5287.67761181, class-6
1.00000000, 1.00000000, 1.00000000, 141.34686140, 1.40100191, 3372.37219392, class-6
1.00000000, 1.00000000, 1.00000000, 162.79086140, 1.70551713, 5963.33720493, class-6
1.00000000, 1.00000000, 1.00000000, 143.33286140, 1.55628436, 4119.68680294, class-6
1.00000000, 1.00000000, 1.00000000, 161.20286140, 1.66942096, 5656.88277755, class-6
1.00000000, 1.00000000, 1.00000000, 154.88486140, 1.45157654, 4985.37701844, class-6
1.00000000, 1.00000000, 1.00000000, 138.26186140, 1.46997902, 3464.45337998, class-6
1.00000000, 1.00000000, 1.00000000, 129.62886140, 1.37332605, 2862.95569946, class-6
1.00000000, 1.00000000, 1.00000000, 139.27086140, 1.62295516, 3932.18512815, class-6
1.00000000, 1.00000000, 1.00000000, 132.46486140, 1.34315235, 3124.95640771, class-6
1.00000000, 1.00000000, 1.00000000, 135.16886140, 1.54385606, 3889.05858665, class-6
1.00000000, 1.00000000, 1.00000000, 133.82086140, 1.40007623, 3309.14741841, class-6
1.00000000, 1.00000000, 1.00000000, 150.42886140, 1.51073307, 4752.26734605, class-6
1.00000000, 1.00000000, 1.00000000, 132.99486140, 1.39818192, 3345.73263378, class-6
1.00000000, 1.00000000, 1.00000000, 164.38886140, 1.72583335, 5683.97928376, class-6
1.00000000, 1.00000000, 1.00000000, 138.89886140, 1.39582395, 3744.70528068, class-6
1.00000000, 1.00000000, 1.00000000, 131.29886140, 1.42246366, 3277.27553557, class-6
1.00000000, 1.00000000, 1.00000000, 146.62486140, 1.57806292, 4312.65268701, class-6
1.00000000, 1.00000000, 1.00000000, 136.29486140, 1.45423959, 3827.67298269, class-6
1.00000000, 1.00000000, 1.00000000, 134.59886140, 1.52122142, 3870.75302081, class-6
1.00000000, 1.00000000, 1.00000000, 132.96086140, 1.41968233, 3583.98301349, class-6
1.00000000, 1.00000000, 1.00000000, 133.20086140, 1.46483651, 3366.47637640, class-6
1.00000000, 1.00000000, 1.00000000, 131.50486140, 1.51447201, 3631.00454090, class-6
1.00000000, 1.00000000, 1.00000000, 137.34486140, 1.54729711, 4140.00907111, class-6
1.00000000, 1.00000000, 1.00000000, 149.53486140, 1.51428165, 4363.93137513, class-6
1.00000000, 1.00000000, 1.00000000, 133.68886140, 1.41633887, 3347.27831970, class-6
1.00000000, 1.00000000, 1.00000000, 141.97486140, 1.46831777, 3893.03885890, class-6
1.00000000, 1.00000000, 1.00000000, 134.92086140, 1.55901769, 3429.91743911, class-6
1.00000000, 1.00000000, 1.00000000, 138.90686140, 1.38108633, 3649.43149165, class-6
1.00000000, 1.00000000, 1.00000000, 138.78286140, 1.45600128, 3590.40935171, class-6
1.00000000, 1.00000000, 1.00000000, 140.32886140, 1.51917282, 3909.11412491, class-6
1.00000000, 1.00000000, 1.00000000, 131.59686140, 1.33868202, 3078.47781712, class-6
1.00000000, 1.00000000, 1.00000000, 130.70286140, 1.38372883, 3153.25484956, class-6
1.00000000, 1.00000000, 1.00000000, 155.00886140, 1.65391432, 5159.22849324, class-6
1.00000000, 1.00000000, 1.00000000, 160.00486140, 1.70844316, 5346.43330710, class-6
1.00000000, 1.00000000, 1.00000000, 134.97086140, 1.42891341, 3370.49744682, class-6
1.00000000, 1.00000000, 1.00000000, 138.50286140, 1.44410334, 3744.57949444, class-6
1.00000000, 1.00000000, 1.00000000, 151.74286140, 1.60309246, 5137.84818962, class-6
1.00000000, 1.00000000, 1.00000000, 140.59486140, 1.54850494, 3612.77688700, class-6
1.00000000, 1.00000000, 1.00000000, 142.37286140, 1.53903581, 4074.16566155, class-6
1.00000000, 1.00000000, 1.00000000, 133.78086140, 1.44509656, 3121.22425902, class-6
1.00000000, 1.00000000, 1.00000000, 127.08086140, 1.32501159, 2986.68437693, class-6
1.00000000, 1.00000000, 1.00000000, 141.95086140, 1.52998726, 4273.27750355, class-6
1.00000000, 1.00000000, 1.00000000, 136.98886140, 1.41295889, 3650.41682253, class-6
1.00000000, 1.00000000, 1.00000000, 131.88686140, 1.36766818, 3046.96522533, class-6
1.00000000, 1.00000000, 1.00000000, 136.74086140, 1.36979881, 3674.61333614, class-6
1.00000000, 1.00000000, 1.00000000, 131.29086140, 1.24146523, 2419.45788560, class-6
1.00000000, 1.00000000, 1.00000000, 126.51086140, 1.44142697, 3470.60993208, class-6
1.00000000, 1.00000000, 1.00000000, 144.71286140, 1.46924272, 4203.44581191, class-6
1.00000000, 1.00000000, 1.00000000, 151.89086140, 1.55629567, 4766.83842680, class-6
1.00000000, 1.00000000, 1.00000000, 145.88086140, 1.63179211, 4727.12767387, class-6
0.00000000, 2.00000000, 0.00000000, 138.73286140, 1.39770777, 3486.44701557, class-6
1.00000000, 1.00000000, 1.00000000, 140.21486140, 1.38978175, 3632.04157742, class-6
1.00000000, 1.00000000, 1.00000000, 131.91086140, 1.34013465, 2746.51392670, class-6
1.00000000, 1.00000000, 1.00000000, 135.83886140, 1.38093659, 3486.65477566, class-6
1.00000000, 1.00000000, 1.00000000, 138.46086140, 1.41126221, 3502.29950982, class-6
1.00000000, 1.00000000, 1.00000000, 154.22286140, 1.54201036, 4594.75990722, class-6
1.00000000, 1.00000000, 1.00000000, 141.98286140, 1.50103561, 3979.94990023, class-6
1.00000000, 1.00000000, 1.00000000, 155.67086140, 1.47034744, 5679.53696845, class-6
1.00000000, 1.00000000, 1.00000000, 142.52086140, 1.32191229, 3435.96683970, class-6
1.00000000, 1.00000000, 1.00000000, 148.16286140, 1.62322103, 4515.29967723, class-6
1.00000000, 1.00000000, 1.00000000, 134.79686140, 1.34022251, 3433.30540507, class-6
1.00000000, 1.00000000, 1.00000000, 144.14286140, 1.51014693, 4200.74765527, class-6
1.00000000, 1.00000000, 1.00000000, 152.40486140, 1.62034524, 5243.26775360, class-6
1.00000000, 1.00000000, 1.00000000, 134.49886140, 1.44755578, 3773.01158085, class-6
1.00000000, 1.00000000, 1.00000000, 141.81086140, 1.49086498, 3927.74501603, class-6
1.00000000, 1.00000000, 1.00000000, 134.63286140, 1.50953883, 3598.94277931, class-6
1.00000000, 1.00000000, 1.00000000, 137.01286140, 1.43150424, 3631.85940286, class-6
1.00000000, 1.00000000, 1.00000000, 146.49086140, 1.44135080, 3786.02765766, class-6
1.00000000, 1.00000000, 1.00000000, 135.18686140, 1.35766009, 3049.16975900, class-6
1.00000000, 1.00000000, 1.00000000, 139.31286140, 1.42647903, 3833.65919370, class-6
1.00000000, 1.00000000, 1.00000000, 132.43286140, 1.47328017, 3333.16839168, class-6
1.00000000, 1.00000000, 1.00000000, 131.89486140, 1.52919226, 3291.40074670, class-6
1.00000000, 1.00000000, 1.00000000, 144.99486140, 1.58255732, 4458.55737099, class-6
1.00000000, 1.00000000, 1.00000000, 167.18286140, 1.64294572, 5841.68169300, class-6
1.00000000, 1.00000000, 1.00000000, 139.21486140, 1.61542547, 4018.88664567, class-6
1.00000000, 1.00000000, 1.00000000, 137.93086140, 1.35301858, 3194.79834919, class-6
1.00000000, 1.00000000, 1.00000000, 135.26086140, 1.49546662, 3592.35352929, class-6
1.00000000, 1.00000000, 1.00000000, 135.16886140, 1.43811647, 3426.27699694, class-6
1.00000000, 1.00000000, 1.00000000, 135.72286140, 1.48024982, 3505.50150001, class-6
1.00000000, 1.00000000, 1.00000000, 129.82686140, 1.35271915, 2943.22982148, class-6
1.00000000, 1.00000000, 1.00000000, 147.85486140, 1.42392473, 3669.32072214, class-6
0.00000000, 2.00000000, 0.00000000, 138.78486140, 1.62563547, 4338.71658668, class-7
0.00000000, 2.00000000, 0.00000000, 182.97886140, 1.85176333, 8128.64682645, class-7
0.00000000, 2.00000000, 0.00000000, 153.70286140, 1.75410835, 5498.00163611, class-7
0.00000000, 2.00000000, 0.00000000, 142.74486140, 1.59047386, 4396.19384238, class-7
0.00000000, 2.00000000, 0.00000000, 152.74286140, 1.69396273, 5537.45145020, class-7
0.00000000, 2.00000000, 0.00000000, 168.28286140, 1.78409644, 6781.21229521, class-7
0.00000000, 2.00000000, 0.00000000, 160.18686140, 1.68993087, 5803.08375367, class-7
0.00000000, 2.00000000, 0.00000000, 164.38686140, 1.86538265, 6616.86485892, class-7
0.00000000, 2.00000000, 0.00000000, 146.73086140, 1.67044565, 5143.93466753, class-7
0.00000000, 2.00000000, 0.00000000, 165.31486140, 1.87288504, 6989.19393173, class-7
0.00000000, 2.00000000, 0.00000000, 151.94886140, 1.70369035, 5481.27990880, class-7
0.00000000, 2.00000000, 0.00000000, 148.45886140, 1.70829928, 5631.35960126, class-7
0.00000000, 2.00000000, 0.00000000, 149.07086140, 1.69158409, 5162.24148227, class-7
0.00000000, 2.00000000, 0.00000000, 150.24486140, 1.83238954, 5601.36833086, class-7
0.00000000, 2.00000000, 0.00000000, 155.67086140, 1.67909143, 5771.40375449, class-7
0.00000000, 3.00000000, 1.00000000, 151.38686140, 1.75518298, 5791.83975212, class-7
0.00000000, 3.00000000, 1.00000000, 169.25886140, 1.76962316, 7795.44036657, class-7
0.00000000, 2.00000000, 0.00000000, 147.63286140, 1.62108631, 5048.21581803, class-7
0.00000000, 2.00000000, 0.00000000, 143.15686140, 1.64047994, 4602.78002022, class-7
0.00000000, 3.00000000, 1.00000000, 161.55086140, 1.81135048, 7658.60856714, class-7
0.00000000, 2.00000000, 0.00000000, 142.09086140, 1.63911952, 4859.75767075, class-7
0.00000000, 2.00000000, 0.00000000, 148.27686140, 1.83252366, 5463.70324565, class-7
0.00000000, 2.00000000, 0.00000000, 164.32086140, 1.82802565, 7234.66522322, class-7
0.00000000, 2.00000000, 0.00000000, 136.21286140, 1.56608359, 3804.18077618, class-7
0.00000000, 3.00000000, 1.00000000, 149.35286140, 1.74641367, 5238.07418614, class-7
0.00000000, 2.00000000, 0.00000000, 154.01686140, 1.64805209, 5139.93730818, class-7
0.00000000, 2.00000000, 0.00000000, 152.18086140, 1.87359386, 6067.46984586, class-7
0.00000000, 2.00000000, 0.00000000, 141.90886140, 1.63021891, 4761.69675551, class-7
0.00000000, 2.00000000, 0.00000000, 145.92886140, 1.56488784, 4618.57560839, class-7
0.00000000, 2.00000000, 0.00000000, 153.84286140, 1.81775350, 5702.68275949, class-7
0.00000000, 2.00000000, 0.00000000, 173.45086140, 2.02994122, 8111.68689276, class-7
0.00000000, 2.00000000, 0.00000000, 155.81086140, 1.76521233, 5783.67131227, class-7
0.00000000, 2.00000000, 0.00000000, 149.73286140, 1.62217366, 4621.76782471, class-7
0.00000000, 2.00000000, 0.00000000, 151.69286140, 1.73973269, 5907.46622328, class-7
0.00000000, 2.00000000, 0.00000000, 145.16686140, 1.69455680, 5025.35710550, class-7
0.00000000, 2.00000000, 0.00000000, 157.78686140, 1.77476389, 5487.84608059, class-7
0.00000000, 2.00000000, 0.00000000, 152.74286140, 1.62625047, 5287.99594588, class-7
0.00000000, 2.00000000, 0.00000000, 154.74486140, 1.81728649, 6011.44364421, class-7
0.00000000, 2.00000000, 0.00000000, 171.49086140, 1.96516824, 7399.49732324, class-7
0.00000000, 2.00000000, 0.00000000, 161.18686140, 1.87995206, 6490.32295930, class-7
0.00000000, 2.00000000, 0.00000000, 158.73886140, 1.73777798, 6341.38431625, class-7
0.00000000, 2.00000000, 0.00000000, 153.87686140, 1.63949229, 5399.07769898, class-7
0.00000000, 2.00000000, 0.00000000, 175.89086140, 1.96439131, 7440.40255099, class-7
0.00000000, 2.00000000, 0.00000000, 167.67086140, 1.79029646, 6451.14900954, class-7
0.00000000, 2.00000000, 0.00000000, 151.70086140, 1.72422032, 5305.91768560, class-7
0.00000000, 2.00000000, 0.00000000, 164.69286140, 1.79086278, 7149.21699230, class-7
0.00000000, 2.00000000, 0.00000000, 144.65486140, 1.65220215, 5119.47723122, class-7
0.00000000, 2.00000000, 0.00000000, 150.96486140, 1.71169198, 5378.15310402, class-7
0.00000000, 2.00000000, 0.00000000, 153.95086140, 1.81584668, 5858.31368262, class-7
0.00000000, 2.00000000, 0.00000000, 165.05686140, 1.81516331, 7636.31545129, class-7
0.00000000, 2.00000000, 0.00000000, 148.75686140, 1.70888729, 5074.98102426, class-7
0.00000000, 2.00000000, 0.00000000, 176.80086140, 1.83715458, 7854.61924499, class-7
0.00000000, 2.00000000, 0.00000000, 154.81886140, 1.70257397, 5592.53360954, class-7
0.00000000, 2.00000000, 0.00000000, 146.79686140, 1.68080562, 5290.63243246, class-7
0.00000000, 3.00000000, 1.00000000, 153.71086140, 1.74142101, 5741.90454188, class-7
0.00000000, 3.00000000, 1.00000000, 150.80086140, 1.61363939, 5583.44133450, class-7
0.00000000, 2.00000000, 0.00000000, 148.98886140, 1.72738051, 5284.60192760, class-7
0.00000000, 2.00000000, 0.00000000, 155.59686140, 1.67584498, 5590.62405912, class-7
0.00000000, 2.00000000, 0.00000000, 164.28886140, 1.75923336, 7185.35235851, class-7
0.00000000, 2.00000000, 0.00000000, 164.55286140, 1.75324051, 6549.03387200, class-7
0.00000000, 2.00000000, 0.00000000, 158.24286140, 1.69084114, 6450.00121073, class-7
0.00000000, 3.00000000, 1.00000000, 163.56086140, 1.79056635, 6611.49408866, class-7
0.00000000, 2.00000000, 0.00000000, 169.58886140, 1.80304291, 7834.89766318, class-7
0.00000000, 2.00000000, 0.00000000, 159.54086140, 1.77623117, 7222.24527227, class-7
0.00000000, 2.00000000, 0.00000000, 163.35486140, 1.95605310, 6661.61223594, class-7
0.00000000, 2.00000000, 0.00000000, 157.15886140, 1.67088905, 5314.05977640, class-7
0.00000000, 2.00000000, 0.00000000, 154.78686140, 1.72464672, 5859.66736356, class-7
0.00000000, 2.00000000, 0.00000000, 176.68486140, 1.99367517, 8019.09208795, class-7
0.00000000, 2.00000000, 0.00000000, 153.40486140, 1.72822555, 5576.29404347, class-7
0.00000000, 2.00000000, 0.00000000, 147.78886140, 1.61912361, 4827.52590111, class-7
0.00000000, 3.00000000, 1.00000000, 169.33286140, 1.93248312, 7978.35044657, class-7
0.00000000, 2.00000000, 0.00000000, 160.10286140, 1.70826630, 5459.90931905, class-7
0.00000000, 2.00000000, 0.00000000, 147.26886140, 1.62697994, 4890.22305277, class-7
0.00000000, 2.00000000, 0.00000000, 165.90086140, 1.77649494, 7074.89138869, class-7
0.00000000, 2.00000000, 0.00000000, 148.88086140, 1.71601283, 5248.51332994, class-7
0.00000000, 2.00000000, 0.00000000, 158.40086140, 1.67578310, 5618.88305862, class-7
0.00000000, 2.00000000, 0.00000000, 150.70086140, 1.66617383, 5275.07276487, class-7
0.00000000, 2.00000000, 0.00000000, 154.99286140, 1.72829064, 5654.59073461, class-7
0.00000000, 2.00000000, 0.00000000, 150.53486140, 1.60388471, 5077.80881589, class-7
0.00000000, 2.00000000, 0.00000000, 166.21486140, 1.74985756, 7366.93996723, class-7
0.00000000, 2.00000000, 0.00000000, 149.35286140, 1.58452432, 4844.88390185, class-7
0.00000000, 2.00000000, 0.00000000, 167.91886140, 1.81919688, 7143.92903823, class-7
0.00000000, 2.00000000, 0.00000000, 163.32886140, 1.84444499, 6493.59174077, class-7
0.00000000, 2.00000000, 0.00000000, 154.57886140, 1.73592314, 5632.26044499, class-7
0.00000000, 2.00000000, 0.00000000, 151.27086140, 1.61750536, 4878.17346963, class-7
0.00000000, 2.00000000, 0.00000000, 159.16886140, 1.80471178, 6686.46814814, class-7
0.00000000, 2.00000000, 0.00000000, 158.48286140, 1.72847982, 6313.47886248, class-7
0.00000000, 2.00000000, 0.00000000, 153.65286140, 1.66219229, 5307.17066737, class-7
0.00000000, 3.00000000, 1.00000000, 177.64486140, 2.05961888, 8540.49536604, class-7
0.00000000, 2.00000000, 0.00000000, 179.25686140, 1.96982729, 8722.85451167, class-7
0.00000000, 2.00000000, 0.00000000, 184.72286140, 2.02835398, 8516.52647854, class-7
0.00000000, 2.00000000, 0.00000000, 155.05086140, 1.70902573, 5522.52423308, class-7
0.00000000, 2.00000000, 0.00000000, 159.01286140, 1.71765182, 5416.05702518, class-7
0.00000000, 2.00000000, 0.00000000, 158.79686140, 1.72037109, 5638.37972091, class-7
0.00000000, 2.00000000, 0.00000000, 150.78286140, 1.74965857, 5262.35114476, class-7
0.00000000, 3.00000000, 1.00000000, 157.26686140, 1.82489780, 6479.27448906, class-7
0.00000000, 2.00000000, 0.00000000, 154.94286140, 1.70393763, 5473.07107788, class-7
0.00000000, 2.00000000, 0.00000000, 156.15086140, 1.81502163, 5879.71566398, class-7
0.00000000, 2.00000000, 0.00000000, 147.91286140, 1.65452163, 4736.96285255, class-7
0.00000000, 2.00000000, 0.00000000, 171.27686140, 1.89221276, 7905.11169630, class-7
2.00000000, 0.00000000, 2.00000000, 134.56486140, 1.26323125, 1841.43406159, class-8
2.00000000, 0.00000000, 2.00000000, 137.93886140, 1.25261627, 2444.59832716, class-8
2.00000000, 0.00000000, 2.00000000, 141.06486140, 1.35068492, 2055.06725028, class-8
2.00000000, 0.00000000, 2.00000000, 126.64286140, 1.26864230, 2121.95896282, class-8
2.00000000, 0.00000000, 2.00000000, 126.06386140, 1.27990290, 1997.84021217, class-8
2.00000000, 0.00000000, 2.00000000, 131.89286140, 1.28069329, 1846.36340664, class-8
1.00000000, 1.00000000, 1.00000000, 134.32486140, 1.28540972, 2131.00323717, class-8
2.00000000, 0.00000000, 2.00000000, 128.97386140, 1.33927138, 1957.84935221, class-8
1.00000000, 1.00000000, 1.00000000, 190.94286140, 1.97740916, 8075.11609646, class-8
2.00000000, 0.00000000, 2.00000000, 143.96786140, 1.43140550, 2188.28156225, class-8
2.00000000, 0.00000000, 2.00000000, 132.21686140, 1.36282786, 1843.30938368, class-8
2.00000000, 0.00000000, 2.00000000, 135.59086140, 1.26795778, 2172.98423133, class-8
2.00000000, 0.00000000, 2.00000000, 127.37886140, 1.27682048, 1909.90591661, class-8
2.00000000, 0.00000000, 2.00000000, 139.13086140, 1.33912760, 2498.09638003, class-8
2.00000000, 0.00000000, 2.00000000, 137.31886140, 1.27573303, 1898.09920975, class-8
2.00000000, 0.00000000, 2.00000000, 134.80486140, 1.25647220, 1864.70187093, class-8
2.00000000, 0.00000000, 2.00000000, 125.53486140, 1.27124294, 1763.87038367, class-8
2.00000000, 0.00000000, 2.00000000, 136.70686140, 1.29852731, 2043.12618877, class-8
2.00000000, 0.00000000, 2.00000000, 132.07586140, 1.34355469, 1913.77602427, class-8
2.00000000, 0.00000000, 2.00000000, 133.87886140, 1.26310170, 2044.16761580, class-8
2.00000000, 0.00000000, 2.00000000, 132.82786140, 1.36730147, 2099.97335539, class-8
1.00000000, 1.00000000, 1.00000000, 190.53886140, 1.87703213, 8102.43447635, class-8
2.00000000, 0.00000000, 2.00000000, 134.86186140, 1.25563345, 2222.22334356, class-8
2.00000000, 0.00000000, 2.00000000, 133.08486140, 1.32982522, 1885.38738276, class-8
2.00000000, 0.00000000, 2.00000000, 134.35086140, 1.33495923, 1932.02421939, class-8
2.00000000, 0.00000000, 2.00000000, 132.88686140, 1.29650434, 2076.59607864, class-8
2.00000000, 0.00000000, 2.00000000, 131.67086140, 1.37380805, 1992.52707290, class-8
2.00000000, 0.00000000, 2.00000000, 132.72086140, 1.26642228, 1747.68578079, class-8
2.00000000, 0.00000000, 2.00000000, 139.04686140, 1.39289912, 2362.85865913, class-8
2.00000000, 0.00000000, 2.00000000, 128.37086140, 1.32762388, 1816.48439431, class-8
2.00000000, 0.00000000, 2.00000000, 136.95486140, 1.29357047, 2256.30191630, class-8
2.00000000, 0.00000000, 2.00000000, 140.56986140, 1.40285859, 2524.03089128, class-8
2.00000000, 0.00000000, 2.00000000, 125.60086140, 1.22541882, 1749.44054597, class-8
2.00000000, 0.00000000, 2.00000000, 130.89286140, 1.33412538, 1668.25292013, class-8
2.00000000, 0.00000000, 2.00000000, 135.09486140, 1.35160669, 2031.04863098, class-8
2.00000000, 0.00000000, 2.00000000, 135.51686140, 1.32216381, 1963.82280593, class-8
2.00000000, 0.00000000, 2.00000000, 135.77286140, 1.32229105, 2157.83265102, class-8
2.00000000, 0.00000000, 2.00000000, 130.72686140, 1.23613214, 1855.23381105, class-8
2.00000000, 0.00000000, 2.00000000, 139.01386140, 1.42529655, 2520.04995582, class-8
2.00000000, 0.00000000, 2.00000000, 126.98086140, 1.28094346, 1651.01799303, class-8
2.00000000, 0.00000000, 2.00000000, 131.33086140, 1.35009514, 2183.60360813, class-8
2.00000000, 0.00000000, 2.00000000, 123.93786140, 1.23998234, 1710.51752046, class-8
2.00000000, 0.00000000, 2.00000000, 128.78486140, 1.20167433, 1649.75622385, class-8
2.00000000, 0.00000000, 2.00000000, 131.87786140, 1.36757485, 2079.67874973, class-8
2.00000000, 0.00000000, 2.00000000, 131.14886140, 1.34554645, 2211.30686332, class-8
2.00000000, 0.00000000, 2.00000000, 130.57886140, 1.30807110, 1888.41090497, class-8
2.00000000, 0.00000000, 2.00000000, 133.12586140, 1.34898353, 2289.72710237, class-8
2.00000000, 0.00000000, 2.00000000, 136.10286140, 1.32392787, 1866.86553226, class-8
2.00000000, 0.00000000, 2.00000000, 126.85886140, 1.40042317, 2670.50196768, class-8
2.00000000, 0.00000000, 2.00000000, 137.63286140, 1.44094995, 2371.63633655, class-8
2.00000000, 0.00000000, 2.00000000, 132.00986140, 1.31908348, 1899.84195164, class-8
1.00000000, 1.00000000, 1.00000000, 180.79686140, 1.93044860, 8700.29702497, class-8
2.00000000, 0.00000000, 2.00000000, 129.98386140, 1.34070646, 2249.36810388, class-8
2.00000000, 0.00000000, 2.00000000, 135.05286140, 1.26501366, 2251.76189391, class-8
2.00000000, 0.00000000, 2.00000000, 136.20286140, 1.33124748, 2239.21952735, class-8
2.00000000, 0.00000000, 2.00000000, 131.47286140, 1.23901675, 1861.61598817, class-8
2.00000000, 0.00000000, 2.00000000, 131.77886140, 1.27281798, 2035.18390218, class-8
2.00000000, 0.00000000, 2.00000000, 125.77486140, 1.27945715, 1791.27136509, class-8
2.00000000, 0.00000000, 2.00000000, 129.03286140, 1.33988404, 1740.09897719, class-8
2.00000000, 0.00000000, 2.00000000, 135.53286140, 1.28883802, 1940.11192581, class-8
2.00000000, 0.00000000, 2.00000000, 128.62686140, 1.34388769, 1933.91509188, class-8
2.00000000, 0.00000000, 2.00000000, 132.03486140, 1.29990646, 1753.74302832, class-8
2.00000000, 0.00000000, 2.00000000, 135.30086140, 1.25698521, 1848.14703722, class-8
2.00000000, 0.00000000, 2.00000000, 132.15086140, 1.28472158, 2083.88438138, class-8
2.00000000, 0.00000000, 2.00000000, 132.90286140, 1.34154079, 1871.07382526, class-8
2.00000000, 0.00000000, 2.00000000, 132.43886140, 1.35431029, 1942.15511033, class-8
2.00000000, 0.00000000, 2.00000000, 133.31686140, 1.38063283, 2400.04986685, class-8
2.00000000, 0.00000000, 2.00000000, 136.27686140, 1.39815813, 2337.21906669, class-8
2.00000000, 0.00000000, 2.00000000, 138.27886140, 1.36387388, 2915.48517206, class-8
2.00000000, 0.00000000, 2.00000000, 138.63486140, 1.36322519, 2542.03959263, class-8
2.00000000, 0.00000000, 2.00000000, 132.99486140, 1.30856114, 2065.99875123, class-8
2.00000000, 0.00000000, 2.00000000, 133.06086140, 1.34227661, 2114.70275474, class-8
2.00000000, 0.00000000, 2.00000000, 126.49386140, 1.27684741, 1847.04250082, class-8
2.00000000, 0.00000000, 2.00000000, 132.27386140, 1.29129617, 2050.73282852, class-8
2.00000000, 0.00000000, 2.00000000, 132.02686140, 1.25764356, 2090.13903434, class-8
2.00000000, 0.00000000, 2.00000000, 127.80886140, 1.33442633, 1988.10482227, class-8
2.00000000, 0.00000000, 2.00000000, 138.44386140, 1.41758100, 2797.93667312, class-8
2.00000000, 0.00000000, 2.00000000, 125.83186140, 1.25420761, 1852.24155057, class-8
2.00000000, 0.00000000, 2.00000000, 128.66886140, 1.19214384, 1902.61948269, class-8
2.00000000, 0.00000000, 2.00000000, 125.04686140, 1.35373288, 2248.21184131, class-8
2.00000000, 0.00000000, 2.00000000, 131.25686140, 1.25605077, 1709.86694476, class-8
2.00000000, 0.00000000, 2.00000000, 129.29686140, 1.32918540, 1907.43411027, class-8
2.00000000, 0.00000000, 2.00000000, 135.40886140, 1.39201741, 2407.18951011, class-8
2.00000000, 0.00000000, 2.00000000, 129.52886140, 1.27913545, 1872.96328863, class-8
2.00000000, 0.00000000, 2.00000000, 136.12886140, 1.32496875, 2154.67299853, class-8
2.00000000, 0.00000000, 2.00000000, 136.02086140, 1.30919400, 1782.99822133, class-8
2.00000000, 0.00000000, 2.00000000, 132.39086140, 1.28781974, 1863.82786690, class-8
2.00000000, 0.00000000, 2.00000000, 128.25486140, 1.32821063, 1889.02706278, class-8
2.00000000, 0.00000000, 2.00000000, 131.19886140, 1.33987062, 2094.81737311, class-8
2.00000000, 0.00000000, 2.00000000, 133.91186140, 1.37845993, 1917.92142411, class-8
2.00000000, 0.00000000, 2.00000000, 129.40486140, 1.33029565, 2059.80653360, class-8
2.00000000, 0.00000000, 2.00000000, 133.13486140, 1.31394090, 1880.99604567, class-8
2.00000000, 0.00000000, 2.00000000, 125.85686140, 1.23234674, 1721.65950304, class-8
2.00000000, 0.00000000, 2.00000000, 128.52886140, 1.26079063, 2036.14896442, class-8
2.00000000, 0.00000000, 2.00000000, 136.01986140, 1.34077358, 2164.17779993, class-8
2.00000000, 0.00000000, 2.00000000, 133.26686140, 1.29326905, 1878.88537812, class-8
2.00000000, 0.00000000, 2.00000000, 133.25886140, 1.25235880, 1958.51186319, class-8
2.00000000, 0.00000000, 2.00000000, 138.09586140, 1.45687641, 2212.69258207, class-8
2.00000000, 0.00000000, 2.00000000, 139.35286140, 1.32970482, 2039.97994938, class-8
2.00000000, 0.00000000, 2.00000000, 131.75286140, 1.28544052, 1788.36662582, class-8
1.00000000, 1.00000000, 1.00000000, 134.63286140, 1.50953883, 3598.94277931, class-9
1.00000000, 1.00000000, 1.00000000, 161.78286140, 1.62993224, 5845.27094085, class-9
1.00000000, 1.00000000, 1.00000000, 166.54686140, 1.84848215, 6782.34952123, class-9
1.00000000, 1.00000000, 1.00000000, 135.26086140, 1.49546662, 3592.35352929, class-9
1.00000000, 1.00000000, 1.00000000, 133.86286140, 1.42018678, 3675.34746902, class-9
1.00000000, 1.00000000, 1.00000000, 138.81686140, 1.51061103, 3958.13195425, class-9
1.00000000, 1.00000000, 1.00000000, 145.48286140, 1.59626934, 4437.11299763, class-9
1.00000000, 1.00000000, 1.00000000, 143.33286140, 1.55628436, 4119.68680294, class-9
